location_name,start_time,end_time,date,day_of_week,n_approaching_t,n_approaching_r,n_approaching_l,n_approaching_peds,s_approaching_t,s_approaching_r,s_approaching_l,s_approaching_peds,e_approaching_t,e_approaching_r,e_approaching_l,e_approaching_peds,w_approaching_t,w_approaching_r,w_approaching_l,w_approaching_peds
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-07,6,161,14,24,8,77,6,9,7,85,13,3,5,75,17,7,9
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-07,6,81,8,14,15,93,4,12,9,67,16,8,10,36,7,4,14
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-07,6,85,1,17,10,54,3,9,10,48,12,7,12,39,3,4,14
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-07,6,85,9,13,13,90,4,15,14,43,8,6,13,64,12,14,6
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-07,6,74,2,16,13,69,1,10,2,59,17,6,12,51,8,11,14
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-07,6,78,8,12,11,48,2,10,11,42,7,6,8,50,1,4,5
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-07,6,108,6,16,15,79,2,11,9,46,8,5,11,33,1,3,7
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-07,6,61,5,13,9,62,2,12,8,57,9,3,7,40,4,6,8
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-07,6,37,5,7,9,43,4,10,14,43,10,3,9,44,9,1,3
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-07,6,72,3,8,12,35,0,7,11,54,15,7,7,44,9,7,12
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-07,6,37,4,5,8,59,7,12,5,38,9,5,9,47,12,7,7
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-07,6,63,5,15,6,63,7,14,6,51,17,2,9,49,9,2,5
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-07,6,45,7,6,2,47,6,4,11,48,15,5,7,56,8,6,5
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-07,6,69,3,12,7,50,1,12,9,51,9,7,14,26,7,12,9
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-07,6,55,6,8,12,31,0,6,7,40,9,1,7,37,4,3,7
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-07,6,62,5,11,5,59,2,12,6,42,13,4,10,34,7,2,5
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-07,6,60,2,3,11,57,2,8,6,52,9,6,7,22,3,2,10
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-07,6,59,4,6,11,53,0,9,9,38,8,5,5,28,5,3,13
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-07,6,70,5,7,8,44,1,9,10,28,8,3,9,41,4,4,12
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-07,6,69,5,8,6,67,3,11,4,55,9,3,7,36,5,7,9
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-07,6,71,7,7,13,55,2,9,9,46,6,5,8,38,10,5,7
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-07,6,61,3,9,5,54,3,10,6,53,7,3,9,34,5,0,12
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-07,6,46,5,6,14,42,1,12,9,33,6,4,9,31,1,6,7
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-07,6,60,3,5,10,58,4,10,5,47,9,5,9,33,15,4,8
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-07,6,67,10,8,6,59,6,10,6,46,9,6,10,41,4,6,8
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-07,6,51,2,11,7,81,7,12,9,30,8,3,14,34,6,4,6
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-08,0,120,6,17,11,144,5,25,18,88,20,8,11,103,19,20,25
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-08,0,131,10,13,18,188,10,36,13,171,40,16,13,103,23,11,14
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-08,0,191,16,39,13,158,10,21,16,125,30,11,13,114,21,21,17
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-08,0,243,19,44,13,177,11,35,9,155,27,20,12,98,22,11,18
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-08,0,145,14,27,16,177,7,22,12,123,30,11,15,102,21,14,15
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-08,0,204,18,30,11,129,6,22,22,123,28,14,8,122,24,8,10
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-08,0,176,18,27,13,206,23,41,20,128,29,10,17,134,25,27,13
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-08,0,200,18,39,18,118,2,20,10,114,19,10,15,84,11,18,15
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-08,0,121,9,20,9,137,7,17,18,104,29,7,13,63,9,5,17
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-08,0,163,17,31,9,136,11,34,16,94,24,10,17,90,16,10,16
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-08,0,131,11,20,16,154,8,33,22,135,33,17,18,89,15,13,9
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-08,0,124,6,25,15,71,5,18,13,95,19,15,19,80,20,5,14
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-08,0,160,10,29,14,101,7,26,13,101,23,15,10,102,21,9,16
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-08,0,112,7,28,11,87,4,12,17,100,14,8,12,73,8,6,16
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-08,0,68,4,11,15,93,6,21,20,71,14,7,13,62,7,10,15
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-08,0,119,7,18,13,95,6,19,19,89,15,10,16,70,13,7,13
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-08,0,144,7,36,10,98,7,20,21,102,31,8,18,80,15,8,12
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-08,0,157,9,18,19,149,6,25,16,102,20,6,11,79,14,7,12
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-08,0,114,13,31,9,114,2,15,19,98,20,4,12,55,11,5,16
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-08,0,119,12,23,15,112,6,14,12,60,21,5,15,56,7,6,20
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-08,0,116,7,28,18,62,4,8,18,53,14,6,10,38,9,4,13
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-08,0,111,8,18,14,82,7,11,18,84,28,7,14,100,21,13,16
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-08,0,122,9,23,14,63,3,14,13,66,18,5,17,57,8,14,20
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-08,0,108,6,20,20,66,1,9,10,44,11,6,20,59,9,7,15
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-08,0,111,15,23,17,100,6,11,15,71,20,9,18,54,11,6,13
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-08,0,103,5,14,17,77,5,18,20,91,20,10,14,56,6,7,15
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-08,0,100,8,18,16,124,5,15,14,71,15,8,15,62,12,11,14
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-08,0,123,7,18,15,88,7,13,16,81,18,13,17,57,5,8,21
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-08,0,100,7,19,19,81,5,13,15,46,16,3,15,66,4,4,20
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-08,0,151,8,35,14,114,8,26,13,77,17,8,17,83,14,6,13
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-08,0,165,10,28,11,120,8,26,7,108,24,14,21,86,11,10,14
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-08,0,85,6,16,22,98,5,17,17,100,24,4,18,78,13,4,11
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-09,1,145,8,18,12,127,9,16,11,128,34,11,14,101,14,10,22
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-09,1,298,17,37,10,196,8,35,17,134,30,11,9,152,26,17,19
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-09,1,222,17,26,15,196,2,26,17,162,36,14,15,118,12,11,17
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-09,1,188,18,27,23,215,16,42,10,215,46,22,16,158,30,19,18
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-09,1,212,14,31,17,124,4,24,8,148,36,18,20,115,18,13,15
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-09,1,238,18,48,18,186,9,42,18,169,31,17,18,122,31,11,19
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-09,1,170,11,36,16,194,6,31,18,124,27,13,20,153,17,18,13
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-09,1,157,12,21,16,191,11,22,9,100,20,4,13,101,9,12,17
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-09,1,127,9,22,12,103,4,19,17,83,12,8,17,78,11,10,20
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-09,1,177,12,23,18,110,8,17,15,141,28,13,16,112,20,14,12
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-09,1,160,16,19,13,165,8,16,15,99,21,11,21,119,15,15,11
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-09,1,119,6,20,11,90,1,14,16,105,25,12,16,78,15,5,18
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-09,1,102,13,23,10,109,1,25,9,84,23,11,17,70,12,10,13
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-09,1,137,3,18,9,78,3,11,12,111,25,12,17,81,12,7,18
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-09,1,102,8,11,17,103,3,15,14,78,19,6,13,73,6,7,16
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-09,1,108,9,22,16,91,6,17,17,101,29,13,16,59,10,7,17
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-09,1,139,11,26,16,65,3,17,20,58,14,5,20,73,11,15,14
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-09,1,166,16,30,16,120,11,25,19,118,26,15,16,68,17,10,20
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-09,1,172,12,35,12,135,4,25,25,68,19,6,18,62,9,4,16
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-09,1,103,5,14,15,87,6,10,21,66,14,12,17,69,12,5,22
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-09,1,79,9,17,15,102,1,18,12,59,22,6,19,49,7,6,15
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-09,1,150,10,32,16,151,8,21,25,100,18,8,11,70,10,12,20
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-09,1,103,8,25,16,121,10,19,20,89,25,8,13,73,7,10,17
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-09,1,133,7,21,12,108,1,20,15,98,25,6,13,40,5,9,8
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-09,1,154,9,25,18,72,7,12,13,37,3,6,14,83,10,6,22
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-09,1,72,6,12,15,95,6,9,12,60,19,5,12,87,10,6,19
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-09,1,102,7,12,17,123,6,22,19,109,29,4,16,60,8,6,14
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-09,1,133,10,23,11,140,6,33,13,91,29,16,13,84,10,14,12
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-09,1,114,10,17,12,140,3,17,13,53,14,5,12,46,6,3,24
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-09,1,107,8,9,18,105,8,13,21,89,25,12,16,74,14,9,18
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-09,1,86,8,15,18,128,3,14,13,99,24,7,14,50,11,1,17
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-09,1,108,8,10,17,118,5,11,20,61,22,4,22,58,9,4,14
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-10,2,168,10,18,15,133,4,31,14,146,24,12,13,101,17,7,14
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-10,2,190,15,27,10,193,11,19,18,155,33,10,21,133,26,16,19
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-10,2,158,14,24,20,188,7,45,11,182,45,14,8,120,13,8,11
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-10,2,161,16,33,19,207,7,38,24,150,46,16,22,124,14,13,19
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-10,2,212,8,31,9,146,10,34,13,106,44,16,13,96,10,21,17
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-10,2,180,11,34,14,193,18,34,15,158,54,16,16,82,14,6,17
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-10,2,220,18,43,19,184,9,34,15,147,44,20,8,139,24,16,14
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-10,2,213,24,30,19,161,8,28,11,103,22,7,15,67,13,10,12
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-10,2,152,11,25,7,126,7,20,17,124,33,13,15,61,4,3,17
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-10,2,160,10,25,15,138,6,20,12,124,23,12,15,125,16,17,17
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-10,2,142,11,14,18,112,7,18,14,143,24,13,13,65,21,17,17
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-10,2,115,8,15,11,109,8,20,18,93,19,13,16,94,9,8,19
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-10,2,126,16,18,10,125,4,13,21,88,19,10,15,91,12,12,15
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-10,2,82,4,13,11,126,7,23,15,59,9,6,15,89,17,8,11
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-10,2,79,10,14,19,78,3,5,21,79,19,7,23,81,12,11,20
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-10,2,120,17,27,14,117,11,25,9,78,20,9,19,60,9,7,10
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-10,2,123,14,18,17,89,4,14,16,98,19,9,19,68,10,9,13
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-10,2,140,9,15,12,111,5,23,19,99,21,14,15,68,14,6,14
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-10,2,125,4,15,14,104,4,17,15,80,25,6,13,59,11,8,15
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-10,2,105,1,17,14,68,4,16,25,83,17,12,15,47,9,4,9
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-10,2,91,10,12,14,93,4,20,13,59,12,7,26,51,12,5,12
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-10,2,106,4,21,20,99,2,15,19,107,21,6,20,79,9,7,12
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-10,2,106,7,17,18,83,3,16,15,69,13,14,13,42,4,5,10
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-10,2,89,9,18,16,89,4,16,8,50,10,7,14,42,5,4,15
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-10,2,95,7,9,18,68,6,7,20,63,12,3,14,50,8,5,9
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-10,2,119,14,17,14,91,4,19,19,64,10,7,17,57,5,10,21
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-10,2,132,10,19,14,99,7,16,23,54,8,6,15,63,9,4,14
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-10,2,109,12,11,18,97,7,20,19,70,23,11,16,55,10,10,14
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-10,2,69,5,11,12,91,0,11,15,69,12,3,16,56,10,7,11
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-10,2,101,6,10,11,91,1,19,7,69,16,4,17,73,8,3,17
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-10,2,160,13,25,14,141,5,29,13,48,15,4,18,85,8,12,14
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-10,2,119,15,27,19,92,9,20,8,105,18,9,12,79,11,6,12
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-11,3,136,9,35,20,99,6,28,12,89,15,1,20,72,9,8,18
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-11,3,215,12,29,5,174,10,32,14,117,25,11,16,144,23,17,5
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-11,3,191,10,28,11,181,9,24,10,133,38,11,8,109,23,13,14
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-11,3,258,20,36,19,166,8,35,19,101,16,14,7,105,18,11,13
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-11,3,202,11,34,18,168,12,27,19,104,9,16,9,117,17,8,11
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-11,3,194,19,27,16,220,15,33,8,134,34,14,14,120,19,8,17
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-11,3,248,19,35,10,131,11,19,16,144,33,10,17,134,21,11,15
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-11,3,148,11,24,17,151,7,24,23,132,28,15,18,84,10,5,15
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-11,3,132,9,24,14,138,2,23,10,97,24,9,13,56,13,7,19
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-11,3,143,9,18,12,140,9,28,16,100,21,10,11,61,13,10,21
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-11,3,122,7,19,14,114,6,15,13,104,24,12,16,97,16,14,10
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-11,3,111,8,13,11,146,11,21,14,86,18,6,12,67,13,12,18
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-11,3,115,12,16,23,66,1,18,15,87,17,4,10,60,8,5,18
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-11,3,99,8,15,16,96,10,19,13,54,12,5,13,76,7,6,11
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-11,3,103,5,12,18,88,0,16,10,66,12,8,9,66,11,11,18
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-11,3,107,9,10,21,93,3,15,13,88,13,2,6,60,8,6,16
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-11,3,116,8,18,16,142,5,17,13,79,17,0,17,65,11,7,12
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-11,3,90,11,17,12,88,4,19,11,107,15,14,19,56,8,5,15
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-11,3,112,10,12,10,81,4,11,25,85,21,10,12,65,12,7,17
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-11,3,110,5,16,13,82,3,8,14,70,14,4,22,56,7,5,22
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-11,3,79,8,12,17,80,3,12,18,65,9,7,13,56,6,8,14
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-11,3,122,6,16,26,121,5,11,12,63,23,8,15,70,16,9,23
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-11,3,102,9,13,12,87,2,15,16,45,8,1,12,57,8,9,13
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-11,3,75,8,11,13,73,4,12,11,89,16,3,15,55,10,5,16
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-11,3,95,5,28,21,101,6,14,15,97,23,8,12,55,5,6,14
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-11,3,106,9,8,18,97,4,23,10,50,10,4,16,64,15,3,15
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-11,3,108,7,30,18,111,7,26,16,73,21,6,17,77,11,3,14
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-11,3,90,9,12,14,115,7,20,14,96,21,8,10,78,14,14,16
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-11,3,74,3,7,17,67,6,13,14,78,17,9,11,79,14,6,19
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-11,3,135,9,15,12,105,5,15,13,114,16,6,21,72,14,5,11
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-11,3,107,7,18,17,95,9,18,17,98,13,6,18,75,8,7,20
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-11,3,110,12,16,12,62,3,10,17,81,20,10,11,63,7,5,15
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-12,4,147,12,27,19,128,4,20,18,106,26,14,14,86,16,10,18
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-12,4,274,22,40,15,262,8,44,12,183,32,11,14,146,17,18,14
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-12,4,179,14,31,23,178,8,30,12,126,39,21,12,189,23,18,17
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-12,4,144,13,22,12,230,8,30,12,168,42,19,19,121,12,8,17
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-12,4,213,27,26,14,141,16,22,23,144,28,22,10,103,12,14,14
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-12,4,268,20,45,5,215,10,40,17,168,37,15,14,152,20,13,19
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-12,4,153,9,27,23,211,17,31,17,133,21,11,19,105,17,8,7
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-12,4,160,8,20,21,148,4,24,10,106,28,13,14,96,9,13,19
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-12,4,128,8,26,16,113,4,15,16,103,22,10,26,50,11,9,9
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-12,4,175,14,28,17,172,5,23,13,90,26,18,18,85,15,10,17
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-12,4,160,11,25,21,175,4,32,10,103,28,18,21,98,16,18,8
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-12,4,136,18,21,13,136,10,24,10,119,27,8,23,66,10,9,24
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-12,4,144,5,21,17,121,5,19,21,101,24,10,22,71,10,8,14
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-12,4,148,9,23,10,128,4,21,17,101,27,3,9,46,8,6,13
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-01-12,4,113,11,18,11,86,0,9,15,71,16,7,18,77,20,10,16
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-01-12,4,116,2,16,15,124,5,21,7,121,31,9,14,73,10,8,29
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-01-12,4,135,11,20,16,120,6,16,21,77,20,14,12,56,6,7,20
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-01-12,4,114,6,18,16,125,6,27,14,90,29,11,11,88,10,4,12
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-01-12,4,111,10,23,10,108,3,22,14,91,15,19,9,100,13,14,12
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-01-12,4,132,12,23,11,82,5,19,16,89,21,3,16,37,8,9,11
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-01-12,4,86,6,16,18,106,4,15,15,82,19,15,20,50,6,6,17
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-01-12,4,151,10,24,7,126,6,22,16,118,19,5,20,76,9,10,17
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-01-12,4,100,8,17,7,94,2,13,17,98,24,7,13,51,6,3,14
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-01-12,4,142,11,22,17,87,2,19,15,69,15,7,19,59,10,5,17
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-01-12,4,95,8,14,20,111,8,29,19,65,17,10,19,99,17,1,14
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-01-12,4,114,10,25,13,118,3,25,16,68,12,7,18,84,18,8,19
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-01-12,4,136,13,22,23,115,7,25,14,59,18,5,20,66,6,6,19
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-01-12,4,128,14,17,21,113,6,27,22,140,25,12,20,77,8,11,16
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-01-12,4,86,4,13,18,88,6,10,18,72,23,9,14,59,14,6,14
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-01-12,4,103,9,19,17,122,7,24,16,91,15,12,19,75,12,4,19
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-01-12,4,163,20,24,24,113,4,15,16,77,16,8,15,98,12,11,24
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-01-12,4,121,10,18,13,107,6,25,20,91,20,5,26,67,9,3,11
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-01-13,5,86,5,18,7,106,8,13,8,76,20,8,11,43,8,4,8
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-01-13,5,132,7,13,10,144,10,31,9,83,19,3,10,116,13,10,12
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-01-13,5,130,10,14,11,129,3,30,21,93,21,13,9,73,17,6,12
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-01-13,5,128,12,24,14,174,7,29,12,85,21,10,10,83,11,14,8
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-01-13,5,118,9,25,10,120,5,14,11,76,15,13,14,50,10,11,10
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-01-13,5,132,12,27,8,113,7,25,7,108,22,4,14,73,10,6,7
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-01-13,5,95,7,25,3,132,4,30,9,131,28,13,6,83,17,9,15
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-01-13,5,115,6,15,12,105,2,20,14,69,20,12,12,67,11,11,9
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-01-13,5,75,6,10,8,87,12,15,12,84,17,8,12,53,5,3,12
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-01-13,5,118,10,14,13,49,1,4,17,61,18,6,5,59,12,9,11
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-01-13,5,75,2,13,5,70,2,12,8,57,10,7,6,54,7,6,8
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-01-13,5,106,6,12,12,54,5,15,16,53,8,11,15,31,4,5,9
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-01-13,5,87,5,14,12,81,3,20,12,32,7,2,8,44,9,5,15
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-01-13,5,79,2,12,5,57,2,14,8,54,10,4,8,34,10,5,15
